,conversationId,movie_sent,sequence
608,608,"[('1694', 1, 'N'), ('1237', 1, 'S'), ('1648', 1, 'S'), ('737', 1, 'S'), ('681', 1, 'N'), ('1694', 1, 'N')]",[SKR] [I1694] [EG3] [REC] [I1237] [EG3] [I1648] [I737] [SKR] [I681] [I1694]
609,609,"[('792', 1, 'S'), ('912', 1, 'S'), ('1781', 1, 'S'), ('1412', 1, 'S'), ('912', 1, 'S')]",[SKR] [EG2] [REC] [I792] [I912] [I1781] [EA2538] [EG2] [I1412] [EA506] [EA3538] [I912]
610,610,"[('52', 1, 'N'), ('1756', 1, 'N'), ('1685', 1, 'S'), ('1433', 1, 'S')]",[SKR] [EG65] [EG4] [EG3] [REC] [EG65] [SKR] [EG65] [I52] [I1756] [EG65] [REC] [I1685] [I1433]
611,611,"[('59', 1, 'N'), ('47', 1, 'S'), ('1184', 1, 'S'), ('38', 1, 'S'), ('1184', 1, 'N')]",[SKR] [I59] [REC] [EG2] [SKR] [EG2] [REC] [I47] [I1184] [I38] [SKR] [I1184]
612,612,"[('1438', 1, 'N'), ('119', 1, 'S'), ('1162', 1, 'S'), ('914', 1, 'S'), ('1434', 1, 'S'), ('1434', 1, 'S')]",[SKR] [I1438] [REC] [EA3043] [EA151] [I119] [I1162] [EA427] [I914] [I1434] [I1434]
613,613,"[('80', 1, 'S'), ('213', 1, 'N'), ('1414', 1, 'N')]",[SKR] [EG65] [REC] [EG65] [I80] [SKR] [I213] [REC] [EA270] [SKR] [EA270] [I1414] [REC] [EG65] [ED385]
614,614,"[('1185', 1, 'N'), ('1016', 1, 'S'), ('52', 1, 'S'), ('419', 1, 'S'), ('697', 1, 'S')]",[SKR] [I1185] [EG2] [REC] [I1016] [SKR] [EG65] [EG2] [REC] [EG65] [EG20] [EA2086] [I52] [I419] [I697] [EA3755] [SKR] [EA3755]
615,615,"[('14', 1, 'N'), ('917', 1, 'S'), ('517', 1, 'S'), ('917', 1, 'S'), ('917', 1, 'S'), ('903', 1, 'N')]",[SKR] [EG64] [EG3] [EG65] [I14] [REC] [EG65] [I917] [SKR] [EA1571] [REC] [I517] [SKR] [EG64] [REC] [I917] [I917] [SKR] [I903]
616,616,"[('684', 1, 'N'), ('415', 1, 'N'), ('684', 1, 'N'), ('1208', 1, 'S')]",[SKR] [EG20] [EG2] [EG57] [REC] [EG20] [SKR] [I684] [ED489] [I415] [EA1995] [I684] [REC] [I1208] [EG20]
617,617,"[('1803', 1, 'N'), ('657', 1, 'S'), ('1827', 1, 'S'), ('1602', 1, 'S'), ('726', 1, 'S'), ('931', 1, 'S'), ('456', 1, 'S'), ('726', 1, 'N'), ('726', 1, 'S'), ('1565', 1, 'S'), ('23', 1, 'S'), ('1565', 1, 'N'), ('23', 1, 'N'), ('740', 1, 'N'), ('740', 1, 'S'), ('227', 1, 'N'), ('6', 1, 'N'), ('1513', 1, 'N'), ('1470', 1, 'S'), ('1470', 1, 'N'), ('1470', 1, 'N')]",[SKR] [EG2] [I1803] [REC] [EA2511] [I657] [EG2] [EA2511] [I1827] [I1602] [EA2511] [I726] [I931] [I456] [EG2] [SKR] [I726] [REC] [I726] [EG2] [SKR] [EA2857] [REC] [EA427] [I1565] [EA2563] [I23] [SKR] [I1565] [EA427] [I23] [EA2563] [I740] [REC] [EA2563] [I740] [EA427] [EG2] [EG3] [SKR] [I227] [EA427] [I6] [I1513] [REC] [EA427] [EA2193] [I1470] [SKR] [I1470] [I1470]
618,618,"[('85', 1, 'N'), ('332', 1, 'S'), ('332', 1, 'N'), ('332', 1, 'N'), ('640', 1, 'S'), ('983', 1, 'N'), ('689', 1, 'N')]",[SKR] [EG25] [EG2] [EG65] [REC] [EG2] [EG65] [EG25] [EG65] [SKR] [I85] [REC] [I332] [SKR] [I332] [I332] [REC] [I640] [SKR] [I983] [I689]
619,619,"[('526', 1, 'S'), ('653', 1, 'S'), ('861', 1, 'S'), ('1397', 1, 'S'), ('57', 1, 'S'), ('1397', 1, 'S'), ('132', 1, 'S'), ('899', 1, 'S'), ('653', 1, 'S'), ('899', 1, 'S'), ('899', 1, 'N')]",[REC] [I526] [SKR] [EG25] [EG57] [REC] [I653] [I861] [I1397] [I57] [I1397] [I132] [I899] [I653] [I899] [EG2] [SKR] [I899]
620,620,"[('35', 1, 'S'), ('1520', 1, 'S'), ('1195', 1, 'S'), ('1195', 1, 'N'), ('1307', 1, 'S'), ('790', 1, 'S')]",[SKR] [EG31] [EG7] [REC] [I35] [EG31] [SKR] [EG7] [REC] [I1520] [EA730] [EG7] [EA730] [EG3] [SKR] [EG3] [REC] [I1195] [SKR] [I1195] [REC] [I1307] [EA58] [EA730] [EG7] [I790] [EA2187]
621,621,"[('762', 1, 'S'), ('626', 1, 'S'), ('635', 1, 'S'), ('757', 1, 'N'), ('757', 1, 'S'), ('1299', 1, 'S'), ('757', 1, 'N'), ('356', 1, 'S'), ('757', 1, 'N'), ('1182', 1, 'S')]",[REC] [I762] [I626] [I635] [SKR] [I757] [REC] [I757] [I1299] [EA1959] [SKR] [I757] [REC] [I356] [SKR] [I757] [REC] [I1182] [EA853]
622,622,"[('726', 1, 'N'), ('1692', 1, 'S')]",[SKR] [EG2] [EG3] [I726] [EG3] [REC] [I1692] [SKR] [EG3] [REC] [EA2304] [EA2552] [EA748] [EA2325]
623,623,"[('1811', 1, 'N'), ('1811', 1, 'S'), ('1200', 1, 'S'), ('305', 1, 'N')]",[SKR] [EG3] [I1811] [REC] [I1811] [I1200] [EA3502] [EA2291] [SKR] [I305]
624,624,"[('1357', 1, 'N'), ('1069', 1, 'S'), ('52', 1, 'N'), ('34', 1, 'S'), ('181', 1, 'S'), ('1037', 1, 'S')]",[SKR] [EG25] [EG23] [EG3] [EG7] [I1357] [REC] [EG23] [I1069] [SKR] [I52] [REC] [EG57] [EG3] [I34] [EA1153] [I181] [I1037] [EA2705] [EG3]
625,625,"[('1287', 1, 'S')]",[SKR] [EA607] [REC] [EA652] [EA607] [I1287] [EA652] [ED81] [EG2]
626,626,"[('950', 1, 'N'), ('1358', 1, 'S')]",[SKR] [I950] [EG65] [REC] [I1358] [EA607] [EA1469]
627,627,"[('652', 1, 'S'), ('330', 1, 'S'), ('652', 1, 'S'), ('652', 1, 'N'), ('652', 1, 'S'), ('256', 1, 'S'), ('256', 1, 'N'), ('241', 1, 'S')]",[SKR] [EG2] [EG57] [REC] [EG2] [EG57] [I652] [EG2] [EG57] [EG3] [EA3436] [EA3693] [EA844] [SKR] [EA3436] [EA3693] [EA844] [EG20] [REC] [I330] [I652] [SKR] [I652] [EA2609] [EG25] [EG23] [REC] [EA3436] [EA3693] [I652] [I256] [ED588] [SKR] [I256] [REC] [I241]
628,628,"[('558', 1, 'S'), ('558', 1, 'S'), ('128', 1, 'S'), ('1235', 1, 'S'), ('558', 1, 'S'), ('1235', 1, 'S'), ('1023', 1, 'S'), ('558', 1, 'S')]",[SKR] [EG3] [EA608] [REC] [I558] [EA3615] [EA1588] [I558] [I128] [EA1588] [EA3615] [SKR] [EA3615] [REC] [I1235] [I558] [I1235] [EA1588] [I1023] [EA2821] [EG3] [I558]
629,629,"[('735', 1, 'N'), ('111', 1, 'S'), ('311', 1, 'S'), ('624', 1, 'S'), ('318', 1, 'S'), ('715', 1, 'S'), ('80', 1, 'N'), ('311', 1, 'N'), ('318', 1, 'N'), ('715', 1, 'N'), ('735', 1, 'S'), ('311', 1, 'S'), ('318', 1, 'S'), ('715', 1, 'S'), ('715', 1, 'S'), ('318', 1, 'N'), ('1782', 1, 'S'), ('1782', 1, 'N'), ('977', 1, 'S'), ('977', 1, 'S'), ('977', 1, 'S')]",[SKR] [EG25] [REC] [EG65] [EG25] [SKR] [EG65] [I735] [REC] [I111] [EG20] [I311] [I624] [I318] [I715] [SKR] [I80] [I311] [I318] [I715] [REC] [I735] [I311] [I318] [I715] [I715] [SKR] [I318] [REC] [I1782] [SKR] [I1782] [REC] [I977] [EG20] [EG65] [I977] [I977]
630,630,"[('653', 1, 'N'), ('272', 1, 'N'), ('1481', 1, 'N'), ('861', 1, 'N'), ('861', 1, 'N'), ('653', 1, 'S'), ('767', 1, 'S')]",[SKR] [I653] [I272] [I1481] [I861] [I861] [REC] [I653] [I767] [EG64] [EA2648]
631,631,"[('1818', 1, 'N'), ('1335', 1, 'S'), ('958', 1, 'S'), ('1678', 1, 'S')]",[SKR] [I1818] [EG35] [REC] [I1335] [EG3] [I958] [I1678] [SKR] [EG3] [EG3] [REC] [EG3] [SKR] [EG3]
632,632,"[('757', 1, 'N'), ('273', 1, 'N'), ('273', 1, 'S'), ('757', 1, 'S'), ('346', 1, 'S'), ('346', 1, 'N'), ('346', 1, 'S'), ('50', 1, 'S'), ('50', 1, 'N'), ('50', 1, 'S'), ('800', 1, 'N'), ('346', 1, 'N'), ('800', 1, 'S'), ('1346', 1, 'N'), ('1206', 1, 'N'), ('273', 1, 'N'), ('273', 1, 'S'), ('273', 1, 'S'), ('1709', 1, 'S'), ('1677', 1, 'S'), ('1677', 1, 'N'), ('346', 1, 'S'), ('346', 1, 'N')]",[SKR] [I757] [I273] [REC] [I273] [EA3295] [I757] [I346] [SKR] [I346] [EG21] [REC] [I346] [EG7] [EG2] [I50] [SKR] [I50] [EG2] [REC] [I50] [EG21] [SKR] [I800] [I346] [REC] [I800] [SKR] [I1346] [I1206] [I273] [REC] [EA1047] [EA3295] [I273] [SKR] [EA3295] [EA1047] [EA3295] [REC] [EA3295] [EA1047] [I273] [I1709] [EA1881] [I1677] [SKR] [I1677] [REC] [I346] [SKR] [I346]
633,633,"[('1812', 1, 'S')]",[SKR] [EG3] [EG65] [REC] [I1812] [EG3] [EG65]
634,634,"[('9', 1, 'N'), ('9', 1, 'N'), ('1400', 1, 'N'), ('1400', 1, 'S'), ('1812', 1, 'N'), ('1812', 1, 'N'), ('1570', 1, 'N'), ('1400', 1, 'S')]",[SKR] [EG2] [I9] [EG65] [EG3] [REC] [EG2] [EG65] [SKR] [I9] [EG2] [I1400] [REC] [I1400] [EG3] [SKR] [I1812] [I1812] [I1570] [REC] [I1400]
635,635,"[('57', 1, 'N'), ('861', 1, 'S'), ('923', 1, 'N'), ('861', 1, 'S'), ('57', 1, 'S')]",[SKR] [EG2] [I57] [EG2] [EA1279] [REC] [I861] [SKR] [I923] [REC] [EG2] [I861] [I57]
636,636,"[('1812', 1, 'S'), ('640', 1, 'N'), ('1664', 1, 'S')]",[REC] [EG41] [I1812] [SKR] [I640] [REC] [EA2199] [I1664]
637,637,"[('1725', 1, 'N'), ('182', 1, 'N'), ('1144', 1, 'S'), ('182', 1, 'S'), ('332', 1, 'S')]",[SKR] [I1725] [I182] [REC] [I1144] [I182] [I332]
638,638,"[('1664', 1, 'S'), ('1810', 1, 'N'), ('192', 1, 'S'), ('911', 1, 'S'), ('911', 1, 'N'), ('1279', 1, 'N'), ('694', 1, 'N'), ('1733', 1, 'N')]",[REC] [I1664] [EA217] [EA2199] [EA97] [EA3516] [SKR] [I1810] [REC] [I192] [EA213] [EA2077] [SKR] [EA2077] [REC] [I911] [EG7] [SKR] [I911] [EA2194] [I1279] [I694] [I1733]
639,639,"[('1809', 1, 'S'), ('1269', 1, 'N'), ('1269', 1, 'S'), ('222', 1, 'S'), ('1635', 1, 'S'), ('551', 1, 'S'), ('1588', 1, 'S'), ('1588', 1, 'N'), ('1852', 1, 'S'), ('1252', 1, 'N'), ('648', 1, 'S')]",[SKR] [EG3] [REC] [EG27] [EG3] [SKR] [EA682] [REC] [EA801] [I1809] [SKR] [I1269] [REC] [I1269] [EA1595] [EA2171] [SKR] [EG3] [REC] [I222] [EG65] [SKR] [EG65] [REC] [I1635] [I551] [I1588] [SKR] [I1588] [REC] [I1852] [SKR] [I1252] [REC] [I648] [EA3584] [EA3069] [SKR] [EA3584] [EA3069] [EA3503]
640,640,"[('861', 1, 'S'), ('653', 1, 'N'), ('272', 1, 'N'), ('1481', 1, 'N'), ('1322', 1, 'N'), ('1287', 1, 'N'), ('304', 1, 'N'), ('304', 1, 'N'), ('1453', 1, 'N')]",[REC] [I861] [SKR] [I653] [I272] [I1481] [I1322] [I1287] [I304] [I304] [EG2] [I1453]
641,641,"[('1842', 1, 'S'), ('652', 1, 'N'), ('652', 1, 'N'), ('326', 1, 'N'), ('70', 1, 'S'), ('70', 1, 'S')]",[REC] [I1842] [SKR] [EG3] [EG2] [EG31] [I652] [EA2609] [I652] [I326] [REC] [I70] [I70]
642,642,"[('1812', 1, 'S'), ('1812', 1, 'S'), ('526', 1, 'N')]",[SKR] [EG65] [EG3] [REC] [I1812] [EG65] [EG3] [EG65] [EG3] [I1812] [SKR] [I526]
643,643,"[('1328', 1, 'N'), ('282', 1, 'S')]",[SKR] [EG7] [EG20] [I1328] [EA3624] [EA811] [EA2511] [REC] [I282]
644,644,"[('653', 1, 'N'), ('653', 1, 'S'), ('653', 1, 'N'), ('1453', 1, 'N'), ('749', 1, 'N'), ('1297', 1, 'S'), ('914', 1, 'S'), ('1297', 1, 'S'), ('228', 1, 'S'), ('914', 1, 'S')]",[SKR] [EG3] [EG2] [REC] [EG3] [EG2] [SKR] [I653] [REC] [I653] [SKR] [I653] [I1453] [REC] [EG3] [EG3] [SKR] [EG3] [I749] [EA3218] [REC] [I1297] [EG3] [EG2] [EG2] [I914] [I1297] [I228] [I914]
645,645,"[('461', 1, 'N'), ('253', 1, 'N'), ('790', 1, 'S'), ('790', 1, 'N'), ('1441', 1, 'N'), ('790', 1, 'S')]",[SKR] [EG3] [I461] [I253] [EA3426] [REC] [EA730] [SKR] [EA730] [REC] [I790] [SKR] [I790] [REC] [EG3] [SKR] [I1441] [REC] [I790]
646,646,"[('8', 1, 'S'), ('1315', 1, 'S'), ('1393', 1, 'S'), ('120', 1, 'S')]",[SKR] [EG3] [REC] [I8] [EA3444] [EA2477] [I1315] [I1393] [I120]
647,647,"[('1339', 1, 'N'), ('1339', 1, 'S'), ('1339', 1, 'N'), ('1339', 1, 'N'), ('1339', 1, 'N'), ('1339', 1, 'N'), ('425', 1, 'S'), ('539', 1, 'N'), ('425', 1, 'N'), ('952', 1, 'S'), ('318', 1, 'S'), ('1440', 1, 'S'), ('318', 1, 'N')]",[SKR] [I1339] [REC] [I1339] [SKR] [I1339] [EA330] [I1339] [I1339] [I1339] [REC] [I425] [EG65] [EG2] [EG65] [SKR] [I539] [I425] [EG65] [REC] [I952] [I318] [I1440] [SKR] [I318]
648,648,"[('1816', 1, 'S'), ('8', 1, 'N'), ('8', 1, 'N'), ('8', 1, 'S'), ('1816', 1, 'N'), ('709', 1, 'S'), ('1816', 1, 'S'), ('709', 1, 'N'), ('52', 1, 'N'), ('52', 1, 'S'), ('1067', 1, 'S'), ('52', 1, 'N'), ('1067', 1, 'N')]",[SKR] [EG65] [EG3] [EA2246] [REC] [I1816] [SKR] [I8] [EA2121] [I8] [REC] [I8] [SKR] [I1816] [REC] [I709] [EA1551] [I1816] [SKR] [I709] [I52] [REC] [I52] [I1067] [SKR] [I52] [I1067] [REC] [EG65] [EG3]
649,649,"[('890', 1, 'N'), ('1520', 1, 'N'), ('1330', 1, 'S'), ('1330', 1, 'N'), ('1777', 1, 'S'), ('1742', 1, 'S')]",[REC] [EG2] [EG7] [EG41] [SKR] [EG2] [EG20] [I890] [EG3] [EG3] [I1520] [REC] [I1330] [SKR] [I1330] [REC] [I1777] [I1742]
650,650,"[('820', 1, 'S'), ('1182', 1, 'S'), ('251', 1, 'N'), ('1510', 1, 'N'), ('1182', 1, 'N'), ('1774', 1, 'N'), ('1067', 1, 'N'), ('1182', 1, 'N'), ('1067', 1, 'N'), ('1182', 1, 'S'), ('1182', 1, 'N'), ('1067', 1, 'N')]",[SKR] [EG65] [EG3] [REC] [EG65] [I820] [I1182] [EG3] [SKR] [I251] [I1510] [I1182] [REC] [EA3735] [SKR] [EA3735] [I1774] [I1067] [I1182] [I1067] [REC] [I1182] [SKR] [I1182] [I1067]
651,651,"[('1407', 1, 'N'), ('32', 1, 'S'), ('1468', 1, 'N'), ('979', 1, 'S'), ('1468', 1, 'S'), ('1346', 1, 'N')]",[REC] [EG3] [EG3] [SKR] [EG3] [I1407] [REC] [EA3653] [SKR] [EA3653] [REC] [I32] [SKR] [I1468] [REC] [I979] [I1468] [SKR] [I1346]
652,652,"[('613', 1, 'N'), ('209', 1, 'N'), ('707', 1, 'S'), ('281', 1, 'S'), ('1024', 1, 'S'), ('801', 1, 'S'), ('1024', 1, 'S'), ('1804', 1, 'S')]",[SKR] [EG25] [EG65] [EG7] [EG3] [I613] [I209] [REC] [EG65] [EG7] [SKR] [EG65] [REC] [I707] [SKR] [EA2527] [REC] [I281] [EG65] [EG7] [EG25] [EG65] [I1024] [SKR] [EG65] [REC] [I801] [I1024] [EA3383] [I1804] [SKR] [EA3383]
653,653,"[('57', 1, 'S'), ('1213', 1, 'S'), ('653', 1, 'S'), ('1213', 1, 'S'), ('165', 1, 'S'), ('1339', 1, 'S'), ('1643', 1, 'S'), ('1173', 1, 'N')]",[SKR] [EG2] [EG3] [EG65] [REC] [I57] [I1213] [I653] [I1213] [I165] [I1339] [I1643] [SKR] [I1173]
654,654,"[('604', 1, 'N'), ('723', 1, 'S'), ('685', 1, 'S')]",[SKR] [I604] [REC] [I723] [EA2126] [EA1438] [I685]
655,655,"[('828', 1, 'N'), ('828', 1, 'N'), ('1462', 1, 'N'), ('1462', 1, 'S'), ('1610', 1, 'S'), ('1863', 1, 'S'), ('1863', 1, 'N'), ('1462', 1, 'S')]",[SKR] [I828] [REC] [EG3] [EA3584] [SKR] [I828] [REC] [EG3] [SKR] [I1462] [EG3] [REC] [EG3] [I1462] [EA682] [EA1337] [I1610] [I1863] [SKR] [I1863] [REC] [EG3] [I1462]
656,656,"[('1597', 1, 'N'), ('1352', 1, 'N')]",[SKR] [EG65] [EG65] [EG3] [REC] [EG65] [SKR] [I1597] [EG3] [REC] [EG3] [SKR] [EG3] [EG65] [I1352]
657,657,"[('1067', 1, 'N'), ('1067', 1, 'S'), ('1344', 1, 'S'), ('1344', 1, 'S'), ('847', 1, 'S'), ('1344', 1, 'N'), ('847', 1, 'N'), ('847', 1, 'S'), ('843', 1, 'S'), ('847', 1, 'S'), ('1344', 1, 'S'), ('843', 1, 'S'), ('1141', 1, 'S'), ('1141', 1, 'N')]",[SKR] [EG65] [REC] [EG65] [SKR] [I1067] [REC] [I1067] [I1344] [I1344] [I847] [SKR] [I1344] [I847] [REC] [I847] [I843] [I847] [I1344] [I843] [I1141] [SKR] [I1141]
658,658,"[('6', 1, 'S'), ('6', 1, 'S'), ('6', 1, 'N'), ('6', 1, 'N'), ('87', 1, 'S'), ('6', 1, 'S')]",[SKR] [EG2] [REC] [EG2] [I6] [I6] [SKR] [I6] [ED300] [REC] [EA564] [EA2193] [SKR] [I6] [REC] [I87] [I6] [EA2527]
659,659,"[('269', 1, 'S'), ('472', 1, 'S'), ('1387', 1, 'S'), ('269', 1, 'S'), ('472', 1, 'S')]",[SKR] [EG2] [REC] [I269] [EA1738] [I472] [EA3058] [I1387] [I269] [EA1738] [EA1319] [I472]
660,660,"[('111', 1, 'S'), ('1656', 1, 'N')]",[REC] [EG20] [SKR] [EG20] [REC] [I111] [EG7] [SKR] [EG7] [I1656]
661,661,"[('1136', 1, 'N'), ('1324', 1, 'N'), ('1324', 1, 'S'), ('421', 1, 'S'), ('421', 1, 'N'), ('367', 1, 'N'), ('367', 1, 'N'), ('861', 1, 'S'), ('1271', 1, 'S')]",[SKR] [EG2] [EG65] [REC] [EG65] [EG2] [SKR] [I1136] [I1324] [REC] [I1324] [I421] [SKR] [I421] [I367] [I367] [REC] [EG2] [I861] [I1271]
662,662,"[('1397', 1, 'N'), ('940', 1, 'S'), ('1630', 1, 'S')]",[SKR] [I1397] [REC] [I940] [I1630] [SKR] [EA3569]
663,663,"[('14', 1, 'N'), ('641', 1, 'S'), ('14', 1, 'S'), ('641', 1, 'N')]",[SKR] [I14] [REC] [I641] [I14] [EG3] [EG2] [SKR] [I641]
664,664,"[('763', 1, 'S'), ('640', 1, 'S'), ('75', 1, 'S')]",[REC] [I763] [I640] [I75]
665,665,"[('684', 1, 'S'), ('684', 1, 'S'), ('539', 1, 'S'), ('539', 1, 'N'), ('749', 1, 'N')]",[REC] [EG2] [EG41] [EG3] [EG7] [SKR] [EG7] [EG20] [EG27] [EG27] [EG44] [EG2] [REC] [I684] [EA1995] [EG44] [EG27] [I684] [EG27] [EG27] [I539] [EG44] [SKR] [I539] [REC] [EA3218] [SKR] [I749]
666,666,"[('697', 1, 'S'), ('1397', 1, 'N'), ('1397', 1, 'N'), ('1315', 1, 'N'), ('272', 1, 'N'), ('1315', 1, 'N'), ('304', 1, 'S'), ('1453', 1, 'N'), ('890', 1, 'S'), ('1315', 1, 'N')]",[REC] [EA2076] [SKR] [EA2076] [REC] [EA2076] [I697] [SKR] [EG65] [EG2] [REC] [EG2] [SKR] [I1397] [I1397] [I1315] [REC] [EG2] [EA1244] [SKR] [I272] [I1315] [REC] [I304] [SKR] [I1453] [REC] [I890] [SKR] [I1315]
667,667,"[('697', 1, 'N'), ('472', 1, 'N'), ('472', 1, 'S'), ('1672', 1, 'S'), ('1672', 1, 'N'), ('50', 1, 'S'), ('50', 1, 'N')]",[SKR] [I697] [EG2] [EG20] [I472] [REC] [I472] [EA3149] [I1672] [SKR] [I1672] [REC] [I50] [SKR] [I50]
668,668,"[('919', 1, 'S'), ('1694', 1, 'S'), ('1362', 1, 'S'), ('92', 1, 'N'), ('1421', 1, 'N'), ('640', 1, 'N')]",[SKR] [EG7] [EG3] [REC] [I919] [I1694] [I1362] [EG3] [EG7] [SKR] [I92] [REC] [EG2] [SKR] [I1421] [REC] [EG3] [SKR] [I640] [REC] [EG57]
669,669,"[('561', 1, 'N'), ('1172', 1, 'N'), ('1263', 1, 'S')]",[SKR] [I561] [EG20] [EG65] [I1172] [REC] [I1263] [EA3569] [EA3202]
670,670,"[('104', 1, 'N'), ('494', 1, 'S'), ('494', 1, 'N'), ('28', 1, 'S'), ('28', 1, 'N'), ('401', 1, 'S')]",[REC] [EG25] [EG2] [EG25] [EG25] [SKR] [EG2] [REC] [EG25] [SKR] [I104] [REC] [I494] [SKR] [I494] [REC] [I28] [SKR] [I28] [REC] [I401]
671,671,"[('145', 1, 'N'), ('1143', 1, 'N'), ('1009', 1, 'N'), ('179', 1, 'N'), ('145', 1, 'S'), ('1784', 1, 'S'), ('1600', 1, 'S'), ('9', 1, 'S'), ('1760', 1, 'S'), ('843', 1, 'S'), ('912', 1, 'S'), ('1863', 1, 'S'), ('549', 1, 'S'), ('463', 1, 'N'), ('549', 1, 'N'), ('1683', 1, 'S')]",[SKR] [I145] [I1143] [I1009] [I179] [REC] [I145] [I1784] [SKR] [EG65] [EG2] [REC] [I1600] [I9] [I1760] [I843] [SKR] [EG2] [EG2] [REC] [EG2] [I912] [I1863] [I549] [SKR] [I463] [I549] [REC] [I1683]
672,672,"[('1317', 1, 'N'), ('652', 1, 'N'), ('1670', 1, 'N'), ('127', 1, 'S')]",[SKR] [I1317] [EG41] [REC] [EG7] [SKR] [EG7] [REC] [EA298] [SKR] [I652] [REC] [EG3] [SKR] [EG7] [EG7] [EA298] [I1670] [REC] [I127] [EA1565] [EA701] [EG7] [EG7]
673,673,"[('1048', 1, 'N'), ('29', 1, 'S'), ('23', 1, 'S'), ('1453', 1, 'S'), ('1453', 1, 'S'), ('1775', 1, 'N')]",[SKR] [EG2] [EG2] [I1048] [REC] [EG2] [EG2] [SKR] [EA1469] [REC] [I29] [I23] [EA1469] [I1453] [I1453] [EG2] [SKR] [EA1469] [REC] [EA1469] [SKR] [I1775] [EG7]
674,674,"[('1816', 1, 'N'), ('1816', 1, 'S'), ('1816', 1, 'S'), ('1024', 1, 'S'), ('983', 1, 'S'), ('983', 1, 'N'), ('1816', 1, 'S'), ('1646', 1, 'S'), ('1646', 1, 'N')]",[SKR] [EG65] [EG7] [I1816] [REC] [I1816] [I1816] [I1024] [I983] [EA1280] [SKR] [I983] [REC] [I1816] [I1646] [SKR] [I1646]
675,675,"[('1020', 1, 'S'), ('1020', 1, 'S'), ('53', 1, 'S')]",[REC] [EG3] [I1020] [EA608] [EA2311] [EA213] [SKR] [EA2311] [REC] [EG3] [I1020] [SKR] [EA1206] [REC] [EA323] [EA213] [EG3] [SKR] [EG3] [REC] [I53]
676,676,"[('689', 1, 'N'), ('845', 1, 'S'), ('856', 1, 'S'), ('1275', 1, 'N')]",[SKR] [I689] [REC] [I845] [SKR] [EG3] [REC] [EG3] [I856] [SKR] [I1275]
677,677,"[('1023', 1, 'S'), ('1023', 1, 'N')]",[SKR] [EG65] [EG3] [EG3] [REC] [EG3] [EA3436] [I1023] [EG3] [EA1588] [SKR] [I1023] [EA1588] [EA3436] [REC] [EG3] [EG2] [EG3] [SKR] [EG2] [REC] [EG2] [EG3] [EG2] [SKR] [EG3] [EA1588]
678,678,"[('1694', 1, 'N'), ('1210', 1, 'N'), ('1127', 1, 'N'), ('1683', 1, 'S'), ('1345', 1, 'S'), ('127', 1, 'S'), ('344', 1, 'N'), ('1379', 1, 'S')]",[SKR] [I1694] [I1210] [I1127] [REC] [I1683] [EA369] [EG2] [EA369] [I1345] [I127] [SKR] [EA369] [I344] [REC] [EA369] [I1379] [SKR] [EA3418]
679,679,"[('332', 1, 'N'), ('1358', 1, 'S')]",[SKR] [I332] [REC] [I1358]
680,680,"[('932', 1, 'N'), ('653', 1, 'S'), ('1484', 1, 'S'), ('1484', 1, 'N'), ('1484', 1, 'S'), ('304', 1, 'S'), ('57', 1, 'N'), ('1362', 1, 'S')]",[SKR] [I932] [REC] [EG7] [I653] [I1484] [EG7] [SKR] [I1484] [REC] [I1484] [I304] [SKR] [I57] [EG7] [REC] [I1362] [EG7] [EG7]
681,681,"[('635', 1, 'S'), ('92', 1, 'N')]",[REC] [I635] [EG58] [SKR] [I92] [REC] [EA1107] [EA77]
682,682,"[('332', 1, 'N'), ('941', 1, 'S')]",[SKR] [I332] [REC] [I941] [EG2]
683,683,"[('1210', 1, 'N'), ('120', 1, 'S'), ('1213', 1, 'N')]",[SKR] [I1210] [REC] [EA3558] [EG44] [EG44] [I120] [EG20] [SKR] [I1213]
684,684,"[('656', 1, 'S'), ('72', 1, 'S'), ('656', 1, 'N'), ('72', 1, 'N'), ('1830', 1, 'S'), ('1830', 1, 'N'), ('72', 1, 'N'), ('72', 1, 'N'), ('1516', 1, 'N')]",[SKR] [EG3] [EG20] [REC] [EG3] [I656] [EG20] [I72] [SKR] [I656] [I72] [REC] [EG20] [I1830] [SKR] [I1830] [I72] [I72] [I1516]
685,685,"[('80', 1, 'N'), ('521', 1, 'S'), ('808', 1, 'S'), ('808', 1, 'S'), ('1361', 1, 'S'), ('521', 1, 'S')]",[SKR] [EG65] [REC] [EG65] [SKR] [EG65] [I80] [EG65] [ED350] [ED1078] [REC] [I521] [ED547] [SKR] [ED547] [REC] [EA2836] [I808] [I808] [I1361] [I521] [SKR] [ED547]
686,686,"[('1810', 1, 'N'), ('116', 1, 'S'), ('113', 1, 'S'), ('845', 1, 'N'), ('88', 1, 'S'), ('1254', 1, 'N'), ('1264', 1, 'S')]",[SKR] [I1810] [REC] [EG20] [I116] [I113] [SKR] [I845] [REC] [I88] [EG3] [SKR] [I1254] [REC] [EA2147] [I1264]
687,687,"[('928', 1, 'N'), ('273', 1, 'S'), ('1426', 1, 'N'), ('273', 1, 'N'), ('1107', 1, 'S')]",[SKR] [EG3] [I928] [REC] [EA1216] [I273] [EA3295] [SKR] [I1426] [EA3295] [REC] [EA942] [SKR] [EA942] [I273] [REC] [I1107]
688,688,"[('1311', 1, 'S')]",[REC] [EG41] [EA369] [I1311]
